x,intensity
490.0,11.97
494.0,0.0
498.0,7.46
502.0,1.59
506.0,3.51
510.0,2.25
514.0,2.54
518.0,2.34
522.0,2.91
526.0,1.28
530.0,1.78
534.0,0.62
538.0,0.8
542.0,5.61
546.0,3.54
550.0,3.79
554.0,5.88
558.0,4.77
562.0,2.96
566.0,2.61
570.0,2.88
574.0,3.68
578.0,4.76
582.0,4.23
586.0,5.16
590.0,4.89
594.0,5.28
598.0,5.51
602.0,7.06
606.0,7.38
610.0,7.67
614.0,6.05
618.0,4.55
622.0,3.72
626.0,3.22
630.0,2.97
634.0,2.7
638.0,2.61
642.0,2.13
646.0,1.95
650.0,1.65
654.0,1.74
658.0,1.37
662.0,1.71
666.0,1.3
670.0,1.49
674.0,1.12
678.0,1.39
682.0,1.29
686.0,1.43
690.0,1.44
694.0,1.35
698.0,1.74
702.0,1.21
706.0,1.69
710.0,1.71
714.0,2.17
718.0,2.33
722.0,2.68
726.0,2.93
730.0,3.34
734.0,2.85
738.0,3.13
742.0,3.03
746.0,2.9
750.0,2.73
754.0,2.84
758.0,3.57
762.0,4.12
766.0,4.45
770.0,3.83
774.0,3.99
778.0,4.89
782.0,4.46
786.0,4.06
790.0,3.6
794.0,3.77
798.0,3.08
802.0,3.43
806.0,3.57
810.0,3.11
814.0,2.82
818.0,2.87
822.0,1.86
826.0,1.7
830.0,1.92
834.0,2.34
838.0,1.89
842.0,2.4
846.0,2.07
850.0,2.03
854.0,1.79
858.0,1.82
862.0,2.05
866.0,1.85
870.0,2.01
874.0,1.94
878.0,2.07
882.0,1.94
886.0,2.18
890.0,2.05
894.0,2.4
898.0,2.24
902.0,2.5
906.0,2.3
910.0,2.33
914.0,2.25
918.0,2.27
922.0,2.3
926.0,2.14
930.0,2.34
934.0,2.16
938.0,2.18
942.0,2.11
946.0,2.39
950.0,2.43
954.0,2.6
958.0,2.53
962.0,2.68
966.0,2.54
970.0,2.43
974.0,2.35
978.0,2.27
982.0,2.14
986.0,1.96
990.0,1.99
994.0,1.87
998.0,1.94
1002.0,1.66
1006.0,1.84
1010.0,1.96
1014.0,2.13
1018.0,1.85
1022.0,1.92
1026.0,1.82
1030.0,1.89
1034.0,1.9
1038.0,1.84
1042.0,1.96
1046.0,1.9
1050.0,1.88
1054.0,1.8
1058.0,2.03
1062.0,1.9
1066.0,2.08
1070.0,1.97
1074.0,2.12
1078.0,2.08
1082.0,2.32
1086.0,2.37
1090.0,2.38
1094.0,2.31
1098.0,2.08
1102.0,2.14
1106.0,2.05
1110.0,2.32
1114.0,2.22
1118.0,2.42
1122.0,2.31
1126.0,2.49
1130.0,2.3
1134.0,2.61
1138.0,2.76
1142.0,3.03
1146.0,3.3
1150.0,3.62
1154.0,4.29
1158.0,4.9
1162.0,5.79
1166.0,6.59
1170.0,7.64
1174.0,8.63
1178.0,10.54
1182.0,13.76
1186.0,18.54
1190.0,21.53
1194.0,20.82
1198.0,16.4
1202.0,11.25
1206.0,8.32
1210.0,7.2
1214.0,7.69
1218.0,7.73
1222.0,7.76
1226.0,6.58
1230.0,5.88
1234.0,5.37
1238.0,5.86
1242.0,6.51
1246.0,7.31
1250.0,7.52
1254.0,7.49
1258.0,7.67
1262.0,7.9
1266.0,8.09
1270.0,7.57
1274.0,7.14
1278.0,6.43
1282.0,6.2
1286.0,5.48
1290.0,5.26
1294.0,4.71
1298.0,4.51
1302.0,4.23
1306.0,4.13
1310.0,3.97
1314.0,3.77
1318.0,3.62
1322.0,3.46
1326.0,3.66
1330.0,3.84
1334.0,4.6
1338.0,5.24
1342.0,5.91
1346.0,5.93
1350.0,5.68
1354.0,5.09
1358.0,4.8
1362.0,4.56
1366.0,4.4
1370.0,4.51
1374.0,5.04
1378.0,6.62
1382.0,8.51
1386.0,9.76
1390.0,8.82
1394.0,6.56
1398.0,4.27
1402.0,3.28
1406.0,2.74
1410.0,2.76
1414.0,2.85
1418.0,3.2
1422.0,4.08
1426.0,5.76
1430.0,8.07
1434.0,9.59
1438.0,9.59
1442.0,8.81
1446.0,9.08
1450.0,10.37
1454.0,12.53
1458.0,14.93
1462.0,17.27
1466.0,17.83
1470.0,16.75
1474.0,13.73
1478.0,9.97
1482.0,6.56
1486.0,4.27
1490.0,3.19
1494.0,2.55
1498.0,2.38
1502.0,2.03
1506.0,2.03
1510.0,1.76
1514.0,1.78
1518.0,1.63
1522.0,1.62
1526.0,1.59
1530.0,1.55
1534.0,1.51
1538.0,1.45
1542.0,1.41
1546.0,1.3
1550.0,1.38
1554.0,1.29
1558.0,1.3
1562.0,1.19
1566.0,1.31
1570.0,1.17
1574.0,1.31
1578.0,1.26
1582.0,1.26
1586.0,1.25
1590.0,1.24
1594.0,1.25
1598.0,1.29
1602.0,1.27
1606.0,1.24
1610.0,1.25
1614.0,1.15
1618.0,1.22
1622.0,1.15
1626.0,1.15
1630.0,1.09
1634.0,1.13
1638.0,1.06
1642.0,1.12
1646.0,1.06
1650.0,1.08
1654.0,1.12
1658.0,1.11
1662.0,1.12
1666.0,1.05
1670.0,1.14
1674.0,0.97
1678.0,1.13
1682.0,0.94
1686.0,1.04
1690.0,0.95
1694.0,1.02
1698.0,0.87
1702.0,0.98
1706.0,0.87
1710.0,0.94
1714.0,0.93
1718.0,0.86
1722.0,0.96
1726.0,0.9
1730.0,0.9
1734.0,0.82
1738.0,0.99
1742.0,0.85
1746.0,0.93
1750.0,0.79
1754.0,0.96
1758.0,0.85
1762.0,0.89
1766.0,0.89
1770.0,0.82
1774.0,0.9
1778.0,0.86
1782.0,0.86
1786.0,0.76
1790.0,0.91
1794.0,0.81
1798.0,0.93
1802.0,0.81
1806.0,0.83
1810.0,0.78
1814.0,0.86
1818.0,0.84
1822.0,0.81
1826.0,0.78
1830.0,0.73
1834.0,0.84
1838.0,0.79
1842.0,0.84
1846.0,0.77
1850.0,0.9
1854.0,0.77
1858.0,0.91
1862.0,0.79
1866.0,0.85
1870.0,0.76
1874.0,0.83
1878.0,0.8
1882.0,0.82
1886.0,0.79
1890.0,0.82
1894.0,0.85
1898.0,0.75
1902.0,0.84
1906.0,0.75
1910.0,0.78
1914.0,0.79
1918.0,0.83
1922.0,0.75
1926.0,0.8
1930.0,0.78
1934.0,0.81
1938.0,0.76
1942.0,0.75
1946.0,0.81
1950.0,0.76
1954.0,0.78
1958.0,0.67
1962.0,0.84
1966.0,0.7
1970.0,0.81
1974.0,0.69
1978.0,0.8
1982.0,0.71
1986.0,0.75
1990.0,0.71
1994.0,0.74
1998.0,0.68
2002.0,0.67
2006.0,0.7
2010.0,0.68
2014.0,0.75
2018.0,0.67
2022.0,0.83
2026.0,0.76
2030.0,0.84
2034.0,0.77
2038.0,0.84
2042.0,0.74
2046.0,0.84
2050.0,0.76
2054.0,0.84
2058.0,0.83
2062.0,0.84
2066.0,0.9
2070.0,0.81
2074.0,0.89
2078.0,0.79
2082.0,0.9
2086.0,0.73
2090.0,0.83
2094.0,0.72
2098.0,0.81
2102.0,0.78
2106.0,0.84
2110.0,0.79
2114.0,0.81
2118.0,0.79
2122.0,0.8
2126.0,0.83
2130.0,0.74
2134.0,0.85
2138.0,0.72
2142.0,0.89
2146.0,0.78
2150.0,0.91
2154.0,0.79
2158.0,0.85
2162.0,0.74
2166.0,0.85
2170.0,0.81
2174.0,0.87
2178.0,0.9
2182.0,0.83
2186.0,0.9
2190.0,0.86
2194.0,0.95
2198.0,0.83
2202.0,0.95
2206.0,0.81
2210.0,0.94
2214.0,0.83
2218.0,0.94
2222.0,0.84
2226.0,0.87
2230.0,0.85
2234.0,0.87
2238.0,0.87
2242.0,0.83
2246.0,0.9
2250.0,0.79
2254.0,0.87
2258.0,0.82
2262.0,0.89
2266.0,0.8
2270.0,0.92
2274.0,0.8
2278.0,0.89
2282.0,0.8
2286.0,0.8
2290.0,0.78
2294.0,0.74
2298.0,0.74
2302.0,0.69
2306.0,0.75
2310.0,0.62
2314.0,0.75
2318.0,0.62
2322.0,0.76
2326.0,0.6
2330.0,0.73
2334.0,0.6
2338.0,0.68
2342.0,0.73
2346.0,0.74
2350.0,0.64
2354.0,0.7
2358.0,0.65
2362.0,0.67
2366.0,0.85
2370.0,0.66
2374.0,0.86
2378.0,0.72
2382.0,0.82
2386.0,0.77
2390.0,0.95
2394.0,0.83
2398.0,0.91
2402.0,0.9
2406.0,0.84
2410.0,0.86
2414.0,0.84
2418.0,0.89
2422.0,0.8
2426.0,0.85
2430.0,0.76
2434.0,0.83
2438.0,0.69
2442.0,0.73
2446.0,0.71
2450.0,0.79
2454.0,0.7
2458.0,0.74
2462.0,0.67
2466.0,0.71
2470.0,0.78
2474.0,0.67
2478.0,0.77
2482.0,0.67
2486.0,0.76
2490.0,0.64
2494.0,0.8
2498.0,0.63
2502.0,0.72
2506.0,0.65
2510.0,0.76
2514.0,0.7
2518.0,0.79
2522.0,0.81
2526.0,0.89
2530.0,0.84
2534.0,0.78
2538.0,0.83
2542.0,0.77
2546.0,0.85
2550.0,0.78
2554.0,0.89
2558.0,0.85
2562.0,1.02
2566.0,0.92
2570.0,1.04
2574.0,0.96
2578.0,0.99
2582.0,0.98
2586.0,0.96
2590.0,1.03
2594.0,0.96
2598.0,1.1
2602.0,0.96
2606.0,1.08
2610.0,1.03
2614.0,1.16
2618.0,1.1
2622.0,1.21
2626.0,1.19
2630.0,1.18
2634.0,1.17
2638.0,1.19
2642.0,1.17
2646.0,1.12
2650.0,1.11
2654.0,1.16
2658.0,1.24
2662.0,1.19
2666.0,1.34
2670.0,1.25
2674.0,1.42
2678.0,1.32
2682.0,1.54
2686.0,1.5
2690.0,1.59
2694.0,1.46
2698.0,1.53
2702.0,1.49
2706.0,1.41
2710.0,1.38
2714.0,1.33
2718.0,1.44
2722.0,1.31
2726.0,1.49
2730.0,1.53
2734.0,1.72
2738.0,1.79
2742.0,1.99
2746.0,2.0
2750.0,2.05
2754.0,2.0
2758.0,1.88
2762.0,1.76
2766.0,1.68
2770.0,1.79
2774.0,1.69
2778.0,1.9
2782.0,1.86
2786.0,2.22
2790.0,2.27
2794.0,2.56
2798.0,2.68
2802.0,2.91
2806.0,3.05
2810.0,3.32
2814.0,3.38
2818.0,3.71
2822.0,4.13
2826.0,4.66
2830.0,5.72
2834.0,7.07
2838.0,8.98
2842.0,10.39
2846.0,11.59
2850.0,12.89
2854.0,15.95
2858.0,20.33
2862.0,26.35
2866.0,31.38
2870.0,34.74
2874.0,35.03
2878.0,35.08
2882.0,36.85
2886.0,37.63
2890.0,36.07
2894.0,31.54
2898.0,27.62
2902.0,25.76
2906.0,26.86
2910.0,29.6
2914.0,34.53
2918.0,41.16
2922.0,50.6
2926.0,61.77
2930.0,74.36
2934.0,84.89
2938.0,88.77
2942.0,85.18
2946.0,72.66
2950.0,58.83
2954.0,48.58
2958.0,49.07
2962.0,60.61
2966.0,82.33
2970.0,100.0
2974.0,98.73
2978.0,75.95
2982.0,47.84
2986.0,27.93
2990.0,17.87
2994.0,12.95
2998.0,10.41
3002.0,9.07
3006.0,8.45
3010.0,8.6
3014.0,8.57
3018.0,8.45
3022.0,7.3
3026.0,6.23
3030.0,4.79
3034.0,4.27
3038.0,3.62
3042.0,3.37
3046.0,3.07
3050.0,2.91
3054.0,2.71
3058.0,2.52
3062.0,2.52
3066.0,2.37
3070.0,2.35
3074.0,2.2
3078.0,2.3
3082.0,2.04
3086.0,2.19
3090.0,2.02
3094.0,2.05
3098.0,1.92
3102.0,1.94
3106.0,1.86
3110.0,1.86
3114.0,1.87
3118.0,1.71
3122.0,1.85
3126.0,1.65
3130.0,1.83
3134.0,1.56
3138.0,1.69
3142.0,1.4
3146.0,1.59
3150.0,1.32
3154.0,1.49
3158.0,1.34
3162.0,1.53
3166.0,1.44
3170.0,1.58
3174.0,1.52
3178.0,1.39
3182.0,1.49
3186.0,1.36
3190.0,1.46
3194.0,1.3
3198.0,1.44
3202.0,1.27
3206.0,1.42
3210.0,1.22
3214.0,1.35
3218.0,1.06
3222.0,1.16
3226.0,1.12
3230.0,1.07
3234.0,1.15
3238.0,0.98
3242.0,1.05
3246.0,0.86
3250.0,1.16
3254.0,0.87
3258.0,1.13
3262.0,0.94
3266.0,1.12
3270.0,0.85
3274.0,0.91
3278.0,0.87
3282.0,0.86
3286.0,1.03
3290.0,0.89
3294.0,0.99
3298.0,0.94
3302.0,1.11
3306.0,0.9
3310.0,1.0
3314.0,0.68
3318.0,1.09
3322.0,0.93
3326.0,1.1
3330.0,0.87
3334.0,0.99
3338.0,0.94
3342.0,0.84
3346.0,0.97
3350.0,1.01
3354.0,0.87
3358.0,0.77
3362.0,0.97
3366.0,0.85
3370.0,0.94
3374.0,0.77
3378.0,0.85
3382.0,0.73
3386.0,1.01
3390.0,0.93
3394.0,0.9
3398.0,0.77
3402.0,0.94
3406.0,0.96
3410.0,0.69
3414.0,0.94
3418.0,0.74
3422.0,0.98
3426.0,0.93
3430.0,0.9
3434.0,0.75
3438.0,1.07
3442.0,0.72
3446.0,1.0
3450.0,0.95
3454.0,1.04
3458.0,0.93
3462.0,0.74
3466.0,0.99
3470.0,0.85
3474.0,1.02
3478.0,0.73
3482.0,1.19
3486.0,0.74
3490.0,1.16
3494.0,0.73
3498.0,0.93
3502.0,0.8
3506.0,1.0
3510.0,0.78
3514.0,0.91
3518.0,0.93
3522.0,0.97
3526.0,1.01
3530.0,0.75
3534.0,1.05
3538.0,0.87
3542.0,0.95
3546.0,0.79
3550.0,1.04
3554.0,0.71
3558.0,1.06
3562.0,0.99
3566.0,1.1
3570.0,0.95
3574.0,0.68
3578.0,0.97
3582.0,0.82
3586.0,1.0
3590.0,0.89
3594.0,1.07
3598.0,0.68
3602.0,1.34
3606.0,0.9
3610.0,1.02
3614.0,0.68
3618.0,1.17
3622.0,0.75
3626.0,1.03
3630.0,1.05
3634.0,0.85
3638.0,0.78
3642.0,0.89
3646.0,1.02
3650.0,0.84
3654.0,0.98
3658.0,0.68
3662.0,1.15
3666.0,0.76
3670.0,1.09
3674.0,0.64
3678.0,1.01
3682.0,0.89
3686.0,0.99
3690.0,1.03
3694.0,0.87
3698.0,0.87
3702.0,0.64
3706.0,0.77
3710.0,0.82
3714.0,0.94
3718.0,0.69
3722.0,1.02
3726.0,0.59
3730.0,0.82
3734.0,0.66
3738.0,0.98
3742.0,0.72
3746.0,0.73
3750.0,0.84
3754.0,0.82
3758.0,0.7
3762.0,0.62
3766.0,0.85
3770.0,0.79
3774.0,0.95
3778.0,0.82
3782.0,1.01
3786.0,0.71
3790.0,1.07
3794.0,0.58
3798.0,0.84
3802.0,0.74
3806.0,0.9
3810.0,0.8
3814.0,0.62
3818.0,0.62
3822.0,0.95
3826.0,0.9
3830.0,0.98
3834.0,1.08
3838.0,0.69
3842.0,1.17
3846.0,0.71
3850.0,0.62
3854.0,0.93
3858.0,0.61
3862.0,0.69
3866.0,0.84
3870.0,1.58
3874.0,0.76
3878.0,0.76
3882.0,0.67
3886.0,0.8
3890.0,0.83
3894.0,1.58
3898.0,0.59
3902.0,0.82
3906.0,0.8
3910.0,0.96
3914.0,0.64
3918.0,1.19
3922.0,0.8
3926.0,0.89
3930.0,1.37
3934.0,0.91
3938.0,0.98
3942.0,1.16
3946.0,1.42
3950.0,0.72
3954.0,1.17
3958.0,0.7
3962.0,1.18
3966.0,0.91
